ID,FIRST_NAME,LAST_NAME,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_CITY,FROM_YEAR,TO_YEAR,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PTS,AST,REB,PIE,FULL_NAME,IS_ACTIVE,OD,Attratio,Defratio,ALLSTAR
77462,Saul,Mariaschin,1924-09-01T00:00:00,Harvard,USA,Harvard/USA,71.0,165.0,0,Guard,Inactive,1610612738,Celtics,Boston,1947,1947,1947,None,None,7.7,1.4,,,Saul Mariaschin,No,,,,0.0
200806,Damir,Markota,1985-12-26T00:00:00,Cibona,Croatia,Cibona/Croatia,82.0,225.0,0,Forward,Inactive,1610612749,Bucks,Milwaukee,2006,2006,2006,2,59,1.7,0.2,1.0,,Damir Markota,No,0.0,0.6551724137931034,0.3448275862068966,0.0
1752,Sean,Marks,1975-08-23T00:00:00,California,New Zealand,California/New Zealand,82.0,250.0,10,Forward-Center,Inactive,0,,,1998,2010,1998,2,44,2.8,0.2,2.2,,Sean Marks,No,0.023692307692307693,0.5769230769230769,0.4230769230769231,0.0
77464,Harvey,Marlatt,1948-08-26T00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,75.0,185.0,2,Guard,Inactive,1610612765,Pistons,Detroit,1970,1972,Undrafted,Undrafted,Undrafted,3.7,1.5,1.4,,Harvey Marlatt,No,0.023545454545454546,0.787878787878788,0.21212121212121213,0.0
77465,Eric,Marsh,1954-03-10T00:00:00,Manhattan,USA,Manhattan/USA,75.0,200.0,0,Guard,Inactive,1610612744,Warriors,Golden State,1977,1977,1977,8,165,4.5,1.5,1.3,,Eric Marsh,No,0.0,0.8219178082191781,0.17808219178082194,0.0
77466,Jim,Marsh,1946-04-26T00:00:00,Southern California,USA,Southern California/USA,79.0,215.0,0,Forward,Inactive,1610612757,Trail Blazers,Portland,1971,1971,1968,11,136,3.1,0.8,2.2,,Jim Marsh,No,0.0,0.639344262295082,0.36065573770491804,0.0
681,Donny,Marshall,1972-07-17T00:00:00,Connecticut,USA,Connecticut/USA,79.0,230.0,5,Forward,Inactive,1610612739,Cavaliers,Cleveland,1995,2002,1995,2,39,2.5,0.3,1.0,,Donny Marshall,No,0.009868421052631578,0.7368421052631579,0.2631578947368421,0.0
923,Donyell,Marshall,1973-05-18T00:00:00,Connecticut,USA,Connecticut/USA,81.0,245.0,15,Forward,Inactive,1610612744,Warriors,Golden State,1994,2008,1994,1,4,11.2,1.4,6.7,,Donyell Marshall,No,0.8164974093264247,0.6528497409326425,0.3471502590673575,0.0
101133,Ian,Mahinmi,1986-11-05T00:00:00,Pau Orthez,France,Pau Orthez/France,83.0,262.0,12,Center,Inactive,1610612764,Wizards,Washington,2007,2019,2005,1,28,5.2,0.6,4.4,,Ian Mahinmi,Yes,0.16150588235294122,0.5686274509803921,0.4313725490196079,0.0
77442,Dave,Magley,1959-11-24T00:00:00,Kansas,USA,Kansas/USA,80.0,202.0,0,Forward,Inactive,1610612739,Cavaliers,Cleveland,1982,1982,1982,2,28,0.9,0.1,0.7,,Dave Magley,No,0.0,0.5882352941176471,0.4117647058823529,0.0
1894,Corey,Maggette,1979-11-12T00:00:00,Duke,USA,Duke/USA,78.0,225.0,14,Forward,Inactive,1610612746,Clippers,Los Angeles,1999,2012,1999,1,13,16.0,2.1,4.9,,Corey Maggette,No,1.0021565217391304,0.7869565217391304,0.21304347826086958,0.0
203705,Josh,Magette,1989-11-28T00:00:00,Alabama Huntsville,USA,Alabama-Huntsville/USA,73.0,160.0,1,Guard,Inactive,0,,,2017,2019,Undrafted,Undrafted,Undrafted,2.2,2.4,1.0,,Josh Magette,Yes,0.009428571428571429,0.8214285714285714,0.17857142857142858,0.0
77426,Kevin,Lynch,1968-12-24T00:00:00,Minnesota,USA,Minnesota/USA,77.0,195.0,1,Forward,Inactive,1610612766,Hornets,Charlotte,1991,1992,1991,2,28,3.3,1.1,1.3,,Kevin Lynch,No,0.008278947368421052,0.7719298245614036,0.22807017543859648,0.0
77427,Mike,Lynn,1945-11-25T00:00:00,UCLA,USA,UCLA/USA,79.0,215.0,1,Forward,Inactive,1610612747,Lakers,Los Angeles,1969,1970,1968,4,39,2.6,0.6,1.4,,Mike Lynn,No,0.004747826086956522,0.6956521739130436,0.30434782608695654,0.0
1627815,Sheldon,Mac,1992-12-21T00:00:00,Miami,USA,Miami/USA,78.0,200.0,1,Guard-Forward,Inactive,1610612764,Wizards,Washington,2016,2016,2016,None,None,3.0,0.5,1.1,,Sheldon Mac,No,0.003586956521739131,0.7608695652173914,0.23913043478260873,0.0
1928,Todd,MacCulloch,1976-01-27T00:00:00,Washington,Canada,Washington/Canada,84.0,280.0,4,Center,Inactive,1610612755,76ers,Philadelphia,1999,2003,1999,2,47,6.1,0.5,4.0,,Todd MacCulloch,No,0.0460377358490566,0.6226415094339622,0.37735849056603776,0.0
77430,Ronnie,MacGilvray,1930-07-20T00:00:00,St. John's,USA,St. John's/USA,74.0,185.0,0,Guard,Inactive,1610612737,Hawks,Milwaukee,1954,1954,1952,None,None,1.3,1.8,1.5,,Ronnie MacGilvray,No,0.0,0.673913043478261,0.32608695652173914,0.0
931,Don,MacLean,1970-01-16T00:00:00,UCLA,USA,UCLA/USA,,,8,Forward,Inactive,0,,,1992,2000,1992,1,19,10.9,1.3,3.8,,Don MacLean,No,0.26923,0.7625000000000001,0.2375,0.0
77428,Mike,Macaluso,1951-07-20T00:00:00,Canisius,USA,Canisius/USA,77.0,210.0,0,Forward,Inactive,1610612746,Braves,Buffalo,1973,1973,1973,6,88,1.6,0.1,0.8,,Mike Macaluso,No,0.0,0.68,0.32,0.0
203159,Scott,Machado,1990-06-08T00:00:00,Iona,USA,Iona/USA,73.0,205.0,1,Guard,Inactive,0,,,2012,2018,Undrafted,Undrafted,Undrafted,1.8,0.9,0.1,,Scott Machado,No,0.0005785714285714287,0.9642857142857143,0.03571428571428571,0.0
101178,Arvydas,Macijauskas,1980-01-19T00:00:00,Tau Ceramica,Lithuania,Tau Ceramica/Lithuania,76.0,214.0,0,Guard,Inactive,1610612740,Hornets,New Orleans/Oklahoma City,2005,2005,Undrafted,Undrafted,Undrafted,2.3,0.3,0.5,,Arvydas Macijauskas,No,0.0,0.8387096774193549,0.16129032258064518,0.0
77432,Ollie,Mack,1957-06-06T00:00:00,East Carolina,USA,East Carolina/USA,75.0,185.0,2,Guard,Inactive,1610612742,Mavericks,Dallas,1979,1981,1979,2,25,7.2,1.8,2.5,,Ollie Mack,No,0.05634782608695653,0.782608695652174,0.21739130434782608,0.0
694,Sam,Mack,1970-05-26T00:00:00,Houston,USA,Houston/USA,,,6,Guard,Inactive,0,,,1992,2001,Undrafted,Undrafted,Undrafted,7.8,1.3,2.1,,Sam Mack,No,0.11407500000000001,0.8125,0.18750000000000003,0.0
202714,Shelvin,Mack,1990-04-22T00:00:00,Butler,USA,Butler/USA,75.0,203.0,8,Guard,Inactive,1610612766,Hornets,Charlotte,2011,2018,2011,2,34,6.6,3.1,2.0,,Shelvin Mack,No,0.2797948717948718,0.829059829059829,0.17094017094017094,0.0
1635,Malcolm,Mackey,1970-07-11T00:00:00,Georgia Tech,USA,Georgia Tech/USA,81.0,248.0,0,Forward,Inactive,1610612756,Suns,Phoenix,1993,1993,1993,1,27,1.5,0.0,1.1,,Malcolm Mackey,No,0.0,0.5769230769230769,0.4230769230769231,0.0
77435,Rudy,Macklin,1958-02-19T00:00:00,Louisiana State,USA,Louisiana State/USA,79.0,205.0,2,Forward,Inactive,1610612737,Hawks,Atlanta,1981,1983,1981,3,52,6.4,0.8,2.9,,Rudy Macklin,No,0.029401980198019807,0.712871287128713,0.2871287128712871,0.0
202731,Vernon,Macklin,1986-09-25T00:00:00,Florida,USA,Florida/USA,82.0,227.0,1,Forward,Inactive,1610612765,Pistons,Detroit,2011,2011,2011,2,52,2.0,0.2,1.5,,Vernon Macklin,No,0.0016216216216216218,0.5945945945945946,0.4054054054054054,0.0
77436,Johnny,Macknowski,1923-01-07T00:00:00,Seton Hall,USA,Seton Hall/USA,73.0,180.0,1,Guard,Inactive,1610612755,Nationals,Syracuse,1949,1950,1948,None,None,7.0,1.1,1.9,,Johnny Macknowski,No,0.01463,0.8099999999999999,0.19,0.0
1629133,Daryl,Macon,1995-11-29T00:00:00,Arkansas,USA,Arkansas/USA,74.0,185.0,1,Guard,Inactive,0,,,2018,2019,Undrafted,Undrafted,Undrafted,2.7,0.7,1.0,,Daryl Macon,Yes,0.004295454545454545,0.7727272727272727,0.22727272727272727,0.0
1855,Mark,Macon,1969-04-14T00:00:00,Temple,USA,Temple/USA,76.0,185.0,5,Guard,Inactive,0,,,1991,1998,1991,1,8,6.7,1.7,1.9,,Mark Macon,No,0.10505339805825244,0.8155339805825242,0.1844660194174757,0.0
1629122,J.P.,Macura,1995-06-05T00:00:00,Xavier,USA,Xavier/USA,76.0,203.0,1,Guard,Inactive,0,,,2018,2019,Undrafted,Undrafted,Undrafted,2.0,0.7,1.0,,J.P. Macura,No,0.0037837837837837837,0.7297297297297297,0.27027027027027023,0.0
77438,Kyle,Macy,1957-04-09T00:00:00,Kentucky,USA,Kentucky/USA,75.0,175.0,6,Guard,Inactive,1610612756,Suns,Phoenix,1980,1986,1979,1,22,9.5,4.0,2.2,,Kyle Macy,No,0.31949044585987263,0.8598726114649682,0.14012738853503187,0.0
77439,Jack,Maddox,1921-12-10T00:00:00,West Texas A&M,USA,West Texas A&M/USA,74.0,185.0,0,Forward,Inactive,1610610029,Jets,Indianapolis,1948,1948,Undrafted,Undrafted,Undrafted,0.0,1.0,,,Jack Maddox,No,,,,0.0
2432,Tito,Maddox,1981-06-08T00:00:00,Fresno State,USA,Fresno State/USA,76.0,190.0,1,Guard,Inactive,1610612745,Rockets,Houston,2002,2002,2002,2,37,1.2,0.6,0.8,,Tito Maddox,No,0.0022153846153846156,0.6923076923076923,0.30769230769230776,0.0
1666,Gerald,Madkins,1969-04-18T00:00:00,UCLA,USA,UCLA/USA,76.0,200.0,2,Guard,Inactive,1610612739,Cavaliers,Cleveland,1993,1997,Undrafted,Undrafted,Undrafted,1.7,1.4,0.5,,Gerald Madkins,No,0.006611111111111112,0.861111111111111,0.1388888888888889,0.0
2058,Mark,Madsen,1976-01-28T00:00:00,Stanford,USA,Stanford/USA,81.0,255.0,9,Forward,Inactive,1610612750,Timberwolves,Minnesota,2000,2008,2000,1,29,2.2,0.4,2.6,,Mark Madsen,No,0.0396,0.5,0.5,0.0
77441,Norm,Mager,1926-03-23T00:00:00,City College of New York,USA,City College of New York/USA,77.0,185.0,0,Forward,Inactive,1610610024,Bullets,Baltimore,1950,1950,1950,5,None,5.2,0.9,2.0,,Norm Mager,No,0.0,0.7530864197530863,0.24691358024691354,0.0
77556,Mal,McMullan,1927-08-23T00:00:00,Xavier,USA,Xavier/USA,,,1,,Inactive,1610610030,Olympians,Indianapolis,1949,1950,Undrafted,Undrafted,Undrafted,4.8,1.1,2.5,,Mal McMullan,No,0.015714285714285715,0.7023809523809524,0.2976190476190476,0.0
77557,Chet,McNabb,1905-04-04T00:00:00,Arizona State,USA,Arizona State/USA,,,0,,Inactive,1610610024,Bullets,Baltimore,1947,1947,Undrafted,Undrafted,Undrafted,0.0,0.0,,,Chet McNabb,No,,,,0.0
77558,Mark,McNamara,1959-06-08T00:00:00,California,USA,California/USA,83.0,235.0,7,Center,Inactive,1610612755,76ers,Philadelphia,1982,1990,1982,1,22,3.5,0.3,3.0,,Mark McNamara,No,0.0324264705882353,0.5588235294117647,0.4411764705882353,0.0
77673,Ronnie,Murphy,1964-07-29T00:00:00,Jacksonville,USA,Jacksonville/USA,77.0,225.0,0,Forward,Inactive,1610612757,Trail Blazers,Portland,1987,1987,1987,1,17,2.0,0.3,0.6,,Ronnie Murphy,No,0.0,0.793103448275862,0.20689655172413793,0.0
204098,Xavier,Munford,1992-06-01T00:00:00,Rhode Island,USA,Rhode Island/USA,76.0,173.0,1,Guard,Inactive,1610612763,Grizzlies,Memphis,2015,2017,Undrafted,Undrafted,Undrafted,4.2,1.3,1.6,,Xavier Munford,No,0.01230422535211268,0.7746478873239437,0.22535211267605637,0.0
77664,Chris,Munk,1967-08-05T00:00:00,Southern California,USA,Southern California/USA,81.0,225.0,0,Forward,Inactive,1610612762,Jazz,Utah,1990,1990,Undrafted,Undrafted,Undrafted,1.2,0.1,1.3,,Chris Munk,No,0.0,0.5,0.5,0.0
77665,George,Munroe,1922-01-05T00:00:00,Dartmouth,USA,Dartmouth/USA,71.0,170.0,1,Guard,Inactive,1610610034,Bombers,St. Louis,1946,1947,Undrafted,Undrafted,Undrafted,6.1,0.3,,,George Munroe,No,,,,0.0
785,Eric,Murdock,1968-06-14T00:00:00,Providence,USA,Providence/USA,73.0,190.0,8,Guard,Inactive,0,,,1991,1999,1991,1,21,10.1,4.9,2.5,,Eric Murdock,No,0.5656,0.8571428571428571,0.14285714285714285,0.0
49,Gheorghe,Muresan,1971-02-14T00:00:00,Pau Orthez,Romania,Pau Orthez/Romania,91.0,303.0,5,Center,Inactive,1610612764,Bullets,Washington,1993,1999,1993,2,30,9.8,0.5,6.4,,Gheorghe Muresan,No,0.09389221556886226,0.6167664670658682,0.3832335329341317,0.0
77668,Allen,Murphy,1952-07-15T00:00:00,Louisville,USA,Louisville/USA,76.0,190.0,0,Guard,Inactive,1610612747,Lakers,Los Angeles,1976,1976,1975,2,35,2.5,0.0,2.0,,Allen Murphy,No,0.0,0.5555555555555556,0.4444444444444444,0.0
77672,Dick,Murphy,1921-03-10T00:00:00,Manhattan,USA,Manhattan/USA,73.0,175.0,0,Guard,Inactive,1610612752,Knicks,New York,1946,1946,Undrafted,Undrafted,Undrafted,1.1,0.3,,,Dick Murphy,No,,,,0.0
203513,Erik,Murphy,1990-10-26T00:00:00,Florida,Finland,Florida/Finland,82.0,230.0,0,Forward,Inactive,1610612741,Bulls,Chicago,2013,2013,2013,2,49,0.3,0.1,0.3,,Erik Murphy,No,0.0,0.5714285714285715,0.4285714285714286,0.0
77670,Jay,Murphy,1962-06-26T00:00:00,Boston College,USA,Boston College/USA,81.0,220.0,3,Forward,Inactive,1610612746,Clippers,Los Angeles,1984,1987,1984,2,31,2.4,0.2,1.7,,Jay Murphy,No,0.0056930232558139535,0.6046511627906977,0.3953488372093023,0.0
77946,Jerry,Reynolds,1962-12-23T00:00:00,Louisiana State,USA,Louisiana State/USA,80.0,200.0,7,Guard,Inactive,1610612749,Bucks,Milwaukee,1985,1995,1985,1,22,9.1,2.0,3.0,,Jerry Reynolds,No,0.271063829787234,0.7872340425531915,0.2127659574468085,0.0
77671,John,Murphy,1924-09-13T00:00:00,Simon Gratz HS (PA),USA,Simon Gratz HS (PA)/USA,74.0,175.0,0,Forward,Inactive,1610612744,Warriors,Philadelphia,1946,1946,1975,8,140,1.6,0.0,,,John Murphy,No,,,,0.0
203122,Kevin,Murphy,1990-03-06T00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,78.0,185.0,1,Guard,Inactive,1610612762,Jazz,Utah,2012,2012,2012,2,47,0.9,0.1,0.2,,Kevin Murphy,No,0.00015000000000000001,0.8333333333333334,0.16666666666666669,0.0
77674,Tod,Murphy,1963-12-24T00:00:00,California-Irvine,USA,California-Irvine/USA,81.0,220.0,4,Center,Inactive,1610612750,Timberwolves,Minnesota,1987,1993,1986,3,53,5.5,1.0,4.9,,Tod Murphy,No,0.09456140350877194,0.5701754385964912,0.4298245614035088,0.0
77681,Bob,Naber,1929-09-03T00:00:00,Louisville,USA,Louisville/USA,75.0,185.0,0,Forward,Inactive,1610610030,Olympians,Indianapolis,1952,1952,Undrafted,Undrafted,Undrafted,0.3,0.3,1.3,,Bob Naber,No,0.0,0.3157894736842105,0.6842105263157895,0.0
2211,Troy,Murphy,1980-05-02T00:00:00,Notre Dame,USA,Notre Dame/USA,83.0,245.0,11,Forward-Center,Inactive,0,,,2001,2012,2001,1,14,10.8,1.5,7.8,,Troy Murphy,No,0.6915223880597015,0.6119402985074627,0.38805970149253727,0.0
2436,Flip,Murray,1979-07-29T00:00:00,Shaw,USA,Shaw/USA,75.0,200.0,8,Guard,Inactive,1610612760,SuperSonics,Seattle,2002,2009,2002,2,41,9.9,2.3,2.1,,Flip Murray,No,0.26750769230769234,0.8531468531468531,0.14685314685314688,0.0
77675,Ken,Murray,1928-04-20T00:00:00,St. Bonaventure,USA,St. Bonaventure/USA,74.0,190.0,2,Guard,Inactive,1610612765,Pistons,Ft. Wayne Zollner,1950,1954,1950,4,None,8.1,2.7,3.3,,Ken Murray,No,0.10237021276595744,0.7659574468085106,0.23404255319148934,0.0
441,Lamond,Murray,1973-04-20T00:00:00,California,USA,California/USA,79.0,235.0,10,Forward,Inactive,1610612746,Clippers,Los Angeles,1994,2005,1994,1,7,11.3,1.3,4.1,,Lamond Murray,No,0.36065269461077837,0.7544910179640718,0.24550898203592808,0.0
145,Tracy,Murray,1971-07-25T00:00:00,UCLA,USA,UCLA/USA,79.0,230.0,12,Forward,Inactive,0,,,1992,2003,1992,1,18,9.0,0.8,2.5,,Tracy Murray,No,0.17560975609756097,0.7967479674796748,0.2032520325203252,0.0
77676,Dorie,Murrey,1943-09-07T00:00:00,Detroit,USA,Detroit/USA,80.0,215.0,5,Forward,Inactive,1610612760,SuperSonics,Seattle,1966,1971,1966,2,12,4.7,0.6,4.4,,Dorie Murrey,No,0.06395876288659795,0.5463917525773196,0.45360824742268047,0.0
203315,Toure',Murry,1989-11-08T00:00:00,Wichita State,USA,Wichita State/USA,77.0,195.0,2,Forward,Inactive,0,,,2013,2014,Undrafted,Undrafted,Undrafted,2.6,0.9,0.8,,Toure' Murry,No,0.008706976744186048,0.813953488372093,0.186046511627907,0.0
1629058,Dzanan,Musa,1999-05-08T00:00:00, ,Bosnia and Herzegovina,Cedevita/Bosnia and Herzegovina,81.0,217.0,2,Guard-Forward,Inactive,1610612751,Nets,Brooklyn,2018,2019,2018,1,29,4.3,0.9,1.9,,Dzanan Musa,Yes,0.020712676056338027,0.7323943661971831,0.2676056338028169,0.0
77677,Angelo,Musi,1918-07-25T00:00:00,Temple,USA,Temple/USA,69.0,145.0,2,Guard,Inactive,1610612744,Warriors,Philadelphia,1946,1948,Undrafted,Undrafted,Undrafted,8.4,0.7,,,Angelo Musi,No,,,,0.0
1054,Jerrod,Mustaf,1969-10-28T00:00:00,Maryland,USA,Maryland/USA,82.0,238.0,3,Forward,Inactive,1610612756,Suns,Phoenix,1990,1993,1990,1,17,4.0,0.6,2.5,,Jerrod Mustaf,No,0.02535211267605634,0.647887323943662,0.35211267605633806,0.0
982,Martin,Muursepp,1974-09-26T00:00:00,Maccabi Tel Aviv,Estonia,Maccabi Tel Aviv/Estonia,81.0,235.0,1,Forward,Inactive,1610612742,Mavericks,Dallas,1996,1997,1996,1,25,4.7,0.6,2.2,,Martin Muursepp,No,0.008272,0.7066666666666667,0.29333333333333333,0.0
939,Pete,Myers,1963-09-15T00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,78.0,180.0,8,Guard,Inactive,0,,,1986,1997,1986,6,120,4.8,2.1,1.8,,Pete Myers,No,0.16684137931034482,0.793103448275862,0.2068965517241379,0.0
942,Todd,Mundt,1970-05-17T00:00:00,Delta State,USA,Delta State/USA,84.0,255.0,0,Center,Inactive,1610612737,Hawks,Atlanta,1995,1995,Undrafted,Undrafted,Undrafted,1.1,0.1,0.8,,Todd Mundt,No,0.0,0.6000000000000001,0.4,0.0
201957,Byron,Mullens,1989-02-14T00:00:00,Ohio State,USA,Ohio State/USA,84.0,275.0,4,Center,Inactive,1610612766,Bobcats,Charlotte,2009,2013,2009,1,24,7.4,0.8,4.2,,Byron Mullens,No,0.08020645161290323,0.6612903225806451,0.3387096774193548,0.0
77660,Bob,Mullens,1922-11-01T00:00:00,Fordham,USA,Fordham/USA,73.0,175.0,0,Guard,Inactive,1610610035,Huskies,Toronto,1946,1946,Undrafted,Undrafted,Undrafted,5.8,1.0,,,Bob Mullens,No,,,,0.0
77659,Joe,Mullaney,1925-11-17T00:00:00,Holy Cross,USA,Holy Cross/USA,72.0,165.0,0,Guard,Inactive,1610612738,Celtics,Boston,1949,1949,1949,3,None,0.8,1.4,,,Joe Mullaney,No,,,,0.0
202721,Darius,Morris,1991-01-03T00:00:00,Michigan,USA,Michigan/USA,76.0,195.0,4,Guard,Inactive,1610612747,Lakers,Los Angeles,2011,2014,2011,2,41,3.3,1.4,1.0,,Darius Morris,No,0.03242105263157895,0.8245614035087719,0.1754385964912281,0.0
77647,Isaiah,Morris,1969-04-02T00:00:00,Arkansas,USA,Arkansas/USA,80.0,229.0,0,Forward,Inactive,1610612765,Pistons,Detroit,1992,1992,1992,2,37,2.2,0.2,0.5,,Isaiah Morris,No,0.0,0.8275862068965517,0.17241379310344826,0.0
1628537,Jaylen,Morris,1995-09-19T00:00:00,Molloy,USA,Molloy/USA,77.0,185.0,1,Guard,Inactive,0,,,2017,2018,Undrafted,Undrafted,Undrafted,3.8,1.1,2.1,,Jaylen Morris,No,0.01254,0.7000000000000001,0.3,0.0
77646,Max,Morris,1925-03-14T00:00:00,Northwestern,USA,Northwestern/USA,74.0,195.0,0,Forward,Inactive,1610610033,Redskins,Sheboygan,1949,1949,Undrafted,Undrafted,Undrafted,12.6,3.1,,,Max Morris,No,,,,0.0
201043,Randolph,Morris,1986-01-02T00:00:00,Kentucky,USA,Kentucky/USA,83.0,275.0,4,Center,Inactive,1610612737,Hawks,Atlanta,2006,2009,Undrafted,Undrafted,Undrafted,1.9,0.1,1.4,,Randolph Morris,No,0.003129411764705882,0.5882352941176471,0.4117647058823529,0.0
2242,Terence,Morris,1979-01-11T00:00:00,Maryland,USA,Maryland/USA,,,3,,Inactive,0,,,2001,2008,2001,2,33,3.4,0.7,2.7,,Terence Morris,No,0.028349999999999997,0.6029411764705882,0.3970588235294118,0.0
200747,Adam,Morrison,1984-07-19T00:00:00,Gonzaga,USA,Gonzaga/USA,80.0,205.0,3,Forward,Inactive,1610612766,Bobcats,Charlotte,2006,2009,2006,1,3,7.5,1.4,2.1,,Adam Morrison,No,0.06013636363636364,0.8090909090909091,0.19090909090909092,0.0
77648,Dwight,Morrison,1932-04-26T00:00:00,Idaho,USA,Idaho/USA,80.0,220.0,2,Forward,Inactive,1610612738,Celtics,Boston,1954,1957,1954,2,14,3.6,0.9,5.3,,Dwight Morrison,No,0.03504489795918367,0.4591836734693877,0.5408163265306122,0.0
77649,Mike,Morrison,1967-08-16T00:00:00,Loyola-Maryland,USA,Loyola-Maryland/USA,76.0,195.0,0,Guard,Inactive,1610612756,Suns,Phoenix,1989,1989,1989,2,51,2.0,0.3,0.6,,Mike Morrison,No,0.0,0.793103448275862,0.20689655172413793,0.0
201627,Anthony,Morrow,1985-09-27T00:00:00,Georgia Tech,USA,Georgia Tech/USA,77.0,210.0,9,Guard,Inactive,1610612760,Thunder,Oklahoma City,2008,2016,Undrafted,Undrafted,Undrafted,9.4,0.9,2.2,,Anthony Morrow,No,0.1340064,0.8240000000000001,0.17600000000000002,0.0
132,Dwayne,Morton,1971-08-10T00:00:00,Louisville,USA,Louisville/USA,79.0,195.0,0,Guard,Inactive,1610612744,Warriors,Golden State,1994,1994,1994,2,45,4.1,0.4,1.4,,Dwayne Morton,No,0.0,0.7627118644067796,0.23728813559322032,0.0
1972,John,Morton,1967-05-18T00:00:00,Seton Hall,USA,Seton Hall/USA,75.0,180.0,2,Forward,Inactive,1610612739,Cavaliers,Cleveland,1989,1991,1989,1,25,4.8,2.7,1.3,,John Morton,No,0.03829090909090909,0.8522727272727272,0.1477272727272727,0.0
77652,Richard,Morton,1966-02-02T00:00:00,California State-Fullerton,USA,California State-Fullerton/USA,75.0,190.0,0,Forward,Inactive,1610612754,Pacers,Indiana,1988,1988,Undrafted,Undrafted,Undrafted,3.0,0.5,0.0,,Richard Morton,No,0.0,1.0,0.0,0.0
77653,Glenn,Mosley,1955-12-26T00:00:00,Seton Hall,USA,Seton Hall/USA,80.0,195.0,1,Forward,Inactive,1610612759,Spurs,San Antonio,1977,1978,1977,1,20,3.1,0.7,2.2,,Glenn Mosley,No,0.007956666666666667,0.6333333333333333,0.3666666666666667,0.0
77654,Perry,Moss,1958-11-11T00:00:00,Northeastern,USA,Northeastern/USA,74.0,185.0,1,Guard,Inactive,1610612744,Warriors,Golden State,1985,1986,1982,3,69,3.9,1.5,1.5,,Perry Moss,No,0.012717391304347824,0.782608695652174,0.21739130434782608,0.0
734,Lawrence,Moten,1972-03-25T00:00:00,Syracuse,USA,Syracuse/USA,77.0,185.0,2,Guard,Inactive,0,,,1995,1997,1995,2,36,6.3,1.5,1.5,,Lawrence Moten,No,0.030483870967741928,0.8387096774193548,0.16129032258064516,0.0
202700,Donatas,Motiejunas,1990-09-20T00:00:00,Lithuania,Lithuania,Benetton Treviso/Lithuania,84.0,220.0,6,Forward-Center,Inactive,1610612759,Spurs,San Antonio,2012,2018,2011,1,20,7.3,1.1,3.8,,Donatas Motiejunas,No,0.15006885245901638,0.6885245901639345,0.3114754098360656,0.0
1628405,Johnathan,Motley,1995-05-04T00:00:00,Baylor,USA,Baylor/USA,80.0,230.0,3,Forward,Inactive,1610612746,Clippers,LA,2017,2019,Undrafted,Undrafted,Undrafted,4.9,0.6,2.4,,Johnathan Motley,Yes,0.02679493670886076,0.6962025316455696,0.30379746835443033,0.0
2069,Hanno,Mottola,1976-09-09T00:00:00,Utah,Finland,Utah/Finland,83.0,247.0,1,Center-Forward,Inactive,1610612737,Hawks,Atlanta,2000,2001,2000,2,40,4.6,0.5,2.9,,Hanno Mottola,No,0.0083375,0.6375,0.3625,0.0
203102,Arnett,Moultrie,1990-11-18T00:00:00,Mississippi State,USA,Mississippi State/USA,82.0,240.0,1,Forward,Inactive,1610612755,76ers,Philadelphia,2012,2013,2012,1,27,3.6,0.2,3.1,,Arnett Moultrie,No,0.0032347826086956523,0.5507246376811594,0.4492753623188406,0.0
202389,Timofey,Mozgov,1986-07-16T00:00:00, ,Russia,Khimki/Russia,85.0,275.0,9,Center,Inactive,1610612753,Magic,Orlando,2010,2018,Undrafted,Undrafted,Undrafted,6.8,0.6,4.9,,Timofey Mozgov,No,0.1462829268292683,0.6016260162601625,0.3983739837398374,0.0
77657,Chuck,Mrazovich,1924-02-26T00:00:00,Eastern Kentucky,USA,Eastern Kentucky/USA,77.0,185.0,0,Forward,Inactive,1610610030,Olympians,Indianapolis,1950,1950,1950,3,None,3.3,0.5,1.4,,Chuck Mrazovich,No,0.0,0.7307692307692308,0.2692307692307693,0.0
1626144,Emmanuel,Mudiay,1996-03-05T00:00:00,Guangdong,DRC,Guangdong/DRC,75.0,200.0,5,Guard,Inactive,1610612762,Jazz,Utah,2015,2019,2015,1,7,11.0,3.8,2.9,,Emmanuel Mudiay,Yes,0.3424293785310734,0.8361581920903955,0.1638418079096045,0.0
77658,Erwin,Mueller,1944-03-12T00:00:00,San Francisco,USA,San Francisco/USA,80.0,230.0,6,Forward,Inactive,1610612765,Pistons,Detroit,1966,1972,1966,2,20,7.6,2.0,4.8,,Erwin Mueller,No,0.30400000000000005,0.6666666666666667,0.33333333333333337,0.0
203498,Shabazz,Muhammad,1992-11-13T00:00:00,UCLA,USA,UCLA/USA,78.0,221.0,5,Guard-Forward,Inactive,1610612750,Timberwolves,Minnesota,2013,2017,2013,1,14,9.0,0.5,2.8,,Shabazz Muhammad,No,0.05121951219512195,0.7723577235772358,0.2276422764227642,0.0
